datetime,Strategy,Benchmark Buy & Hold
2017-04-10 00:00:00+00:00,27687.54544,54005.77
2017-04-11 00:00:00+00:00,27648.345439999997,54104.41
2017-04-12 00:00:00+00:00,25080.47264,57248.56
2017-04-13 00:00:00+00:00,26916.47264,61440.76
2017-04-14 00:00:00+00:00,25507.072640000002,58222.63
2017-04-15 00:00:00+00:00,26365.672640000004,60183.100000000006
2017-04-16 00:00:00+00:00,26079.472640000004,59529.61
2017-04-17 00:00:00+00:00,25868.87264,59048.74
2017-04-18 00:00:00+00:00,26938.07264,61490.079999999994
2017-04-19 00:00:00+00:00,25933.67264,59196.7
2017-04-20 00:00:00+00:00,26684.27264,60910.57
2017-04-21 00:00:00+00:00,26214.472640000004,59837.86
2017-04-22 00:00:00+00:00,26242.84252,59973.49
2017-04-23 00:00:00+00:00,26048.082519999996,60417.37
2017-04-24 00:00:00+00:00,25924.35435999999,61835.32
2017-04-25 00:00:00+00:00,26012.07435999999,62044.93
2017-04-26 00:00:00+00:00,27601.35435999999,65842.57
2017-04-27 00:00:00+00:00,32921.31435999999,78554.8
2017-04-28 00:00:00+00:00,38179.35436,91119.07
2017-04-29 00:00:00+00:00,36440.43435999999,86963.86
2017-04-30 00:00:00+00:00,41863.594359999996,99922.69
2017-05-01 00:00:00+00:00,40919.31435999999,97666.29999999999
2017-05-02 00:00:00+00:00,40227.874359999994,96014.08
2017-05-03 00:00:00+00:00,41997.75435999999,100243.27
2017-05-04 00:00:00+00:00,49546.83435999999,118282.06000000001
2017-05-05 00:00:00+00:00,47467.35436,113313.07
2017-05-06 00:00:00+00:00,49474.594359999996,118109.44
2017-05-07 00:00:00+00:00,48731.554359999995,116333.92
2017-05-08 00:00:00+00:00,46228.95435999999,110353.87
2017-05-09 00:00:00+00:00,43291.17517999999,106728.85
2017-05-10 00:00:00+00:00,42345.06517999999,108985.24
2017-05-11 00:00:00+00:00,42391.59518,108874.27
2017-05-12 00:00:00+00:00,43916.74518,105236.92
2017-05-13 00:00:00+00:00,42360.57517999999,108948.25
2017-05-14 00:00:00+00:00,41444.73445999999,110279.89
